name,gender,attributes,colour,price,category,desc
Textured Ruffle Smock Midaxi Dress,female,100% Polyester. Do not dry clean. Model wears UK size 10.,pale green,£25.00,DRESSES,"Hit refresh on your dress collection with a new-in smock dress. The much-loved 1920s style is back for the new season, with its breezy silhouette and frill detailing. The midi smock dress is the perfect transitional piece that looks unreal every season. Go from the office to out-out in a black smock dress, pair it with some killer heels and you’re good to go. Spend your summer days in a dreamy tiered smock dress - the floaty, free-moving fabric is perfect for staying cool. From feminine florals to statement prints, this loose-fitting dress is just what you need."
Maternity Rib Funnel Neck Midi Dress And Duster Set,female,NA,stone,£18.75,MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
Pink Hammered Wrap Front Pep Hem Blouse,female,100% Polyester. Machine Washable. Model Wears UK Size 10,raspberry,£13.50,BLOUSES,"A loose-fitting, lightweight garment with a feminine feel, a blouse is the ultimate wardrobe staple that never goes out of style. Floaty, chic, and far from basic, go from day to night with this classic piece. Whether you choose a floral blouse with jeans for a low-key vibe or drop jaws with a classic satin blouse and trousers, you’ll be reaching for this style season after season. Seen in updated prints and classic neutrals, we’re talking minimal effort, maximum payoff."
Premium Sculpt Crop Top,female,95% POLYESTER 5% ELASTANE. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,black,£11.25,CROP TOPS,"A versatile wardrobe staple which no wardrobe is complete without, step up your fashion game this season with a must-have crop top. Exposing the midriff and giving the illusion of longer legs, crop tops are the ideal match for skirts, jeans, and everything in-between. Our crop tops collection includes cool cropped slogan tees, festival-ready crochet pieces, intricate bead embellishments and figure-flattering ribbed textures. A classic 90s favourite, you can't go wrong with a stylish crop top."
Pintuck Half Zip Sweater Tracksuit,female,"70% Cotton, 30% Polyester. Machine wash. Model wears UK size M.",forest,£40.00,TRACKSUITS,"This tracksuit is perfect for a head to toe refresh. Complete with matching hoodie and joggers, it's about to become your ultimate winter fit (just wear it with your go-to trainers). We've come through with our latest collection of  women's tracksuits girl, go take a look."
Petite 2 Pack Roll Neck Long Sleeve Bodysuit,female,NA,black,£15.00,PETITE TOPS,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Basic Sports Stripe Split Midaxi Skirt,female,95% Viscose 5% Elastane. Wash with similar colours. Model wears size 10.,black,£11.25,SKIRTS,"Show off those pins with a mini skirt from boohoo. Sitting mid-thigh and well above the knee, a super short skirt is the perfect way to bring the heat this season. Sexy, sassy, and seriously statement making, we’re talking mini skirt…maximum impact. From pleated mini skirts in tartan prints to denim short skirts with distressed detailing, we’ve got you covered (even if your skirt doesn’t). Pair this one with some chunky boots and a crop top and you’re ready to go."
Turtle Neck Crochet Lace Crop Top,female,100% POLYESTER. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,fuchsia,£20.00,NEW IN,"Ladies, you deserve a lace top in your wardrobe to make your outfit all about the details. Featuring a delicate fabric in an open web-like pattern, our collection of lace tops are a must-have this season. For a creamy combo, throw together a white lace top and flared jeans for a 70s vibe that is a must-try trend or try a lace blouse and slim cut cropped trousers for a dressed-up office style. When the weather calls for something warmer, add over-the-knee boots and a leather jacket for a grunge-yet-feminine weekend look."
Green Oversized Broderie Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,lime,£25.00,NEW IN,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Purple Crinkle Textured Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,lilac,£15.00,SHIRTS,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Plus Collared Button Front Sleeve Rib Knit Maxi Dress,female,100% Polyester. Machine Wash. Model wears UK size 16.,cornflower,£18.75,SUSTAINABILITY,"Bring a new kinda attitude in this latest piece from our collection of plus size dresses. Available in UK sizes 16-24, our range of curve dresses carries all the on-trend pieces you need to feel confident. Whether it's a plus size black dress or skater style you're adding to your basket, we promise no more awkward fits, just dresses you can depend on. Work a flattering plus size shirt dress or smock shapes during the day, then take on the night in sexy styles, maxi lengths and Bardot necklines."
Petite Basic Cotton Boxy Fit T-shirt,female,NA,black,£6.00,NEW IN,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Oversized Colour Block Bomber Jacket,female,NA,grey,£26.25,COATS & JACKETS,"Keep things casual but always on-trend with a piece of outerwear perfection, the bomber jacket. A light jacket featuring a gathered, ribbed waistband and matching cuffs, a bomber jacket is versatile, timeless, and the perfect way to edge up your casual wear. Wear your new women's bomber jacket with a shirt and stripe joggers for the hottest look of the moment: sports luxe, or layer a varsity jacket over a t shirt dress for a fresh new-season look."
Cargo Satin Pocket Detail Utility Jumpsuit,female,100% Polyester. Model wears size 10,camel,£22.50,JUMPSUITS & PLAYSUITS,"On the hunt for the perfect satin jumpsuit? This one is for you, girl. Slip into something a little bit sexier this season with this dreamy satin jumpsuit. Sexy, chic and the perfect addition to your jumpsuit collection, this style is a real head-turner, and we’re obsessed. From soft black satin jumpsuits to wide-leg styles, we’ve got you covered. Team with barely-there heels for PM plans or swap out for chunky trainers for an easy off-duty look."
Ginger Ray Maid Of Honour Sash,female,NA,blush,£4.50,GIFTS,"Find the perfect something in our gifts collection. From birthday treats to Christmas gifts, shopping for your faves has never been easier. From beauty gift sets to homeware accessories, we’ve updated our gift range with small-buys and bigger gifts to cover all bases. Whether they’re a jewellery lover or beauty obsessed, gift them the perfect treat from boohoo."
Premium Bridesmaid Embroidered Satin Pj Trouser Set And Bow,female,100% Recycled Polyester. Machine wash. Model wears size 10.,rose gold,£22.50,SUSTAINABILITY,"The scroll is over for the dream-worthy bride pyjamas you’ve been looking for. Perfect for the run up to your big day, spend the pre-wedding eve feeling completely relaxed with a glass of wine and these bride PJs. Comfort isn’t minimised here; the soft material, lowkey and simple design, and a separate set gives you all of those styling points. Be comfy with you and your gal pals before the best day of your life begins."
Rib Racer Neck Crop Top,female,NA,lime,£5.00,CROP TOPS,"A versatile wardrobe staple which no wardrobe is complete without, step up your fashion game this season with a must-have crop top. Exposing the midriff and giving the illusion of longer legs, crop tops are the ideal match for skirts, jeans, and everything in-between. Our crop tops collection includes cool cropped slogan tees, festival-ready crochet pieces, intricate bead embellishments and figure-flattering ribbed textures. A classic 90s favourite, you can't go wrong with a stylish crop top."
Rib Square Neck Long Sleeve Bodysuit,female,NA,lime,£15.00,LONG SLEEVE BODYSUITS,"Say hello to our new obsession: the long sleeve bodysuit. An all-in-one form-fitting garment that provides extra coverage without compromising on style, we can’t get enough of this versatile piece. From scoop-neck basics to glam eyelash lace, our edit of women's long sleeve bodysuits has got all occasions covered. Style a black long sleeve bodysuit with black skinny jeans to cut a sleek silhouette or break the mould with a printed mesh long sleeve leotard…it’s a whole vibe."
Plus Jersey Half Zip Collar Midiaxi Dress,female,95% Polyester. 5% Elastane. Machine Wash. Model Wears UK Size 16.,stone,£13.50,PLUS SIZE DRESSES,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you)."
Maternity 2 Pack 60 Denier Tights,female,NA,black,£11.25,MATERNITY LINGERIE,"Feel extra cute under those clothes with our latest collection of maternity lingerie. From adjustable bras to seamless thongs, we’ve got everything you need to stay comfy during and after your baby. Designed using comfortable fabric and complete with detachable straps and clasps, our range of maternity lingerie has you covered. Super flattering, curve accentuating, and extra comfortable, these ones are a dream. The best bit? They’re completely invisible under clothing. Upgrade your lingerie game with boohoo…it’s time to stock up!"
Maternity T-shirt Midaxi Dress,female,NA,khaki,£11.25,MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
Purple Brushed Rib High Neck Long Sleeve Top,female,NA,mauve,£11.25,HIGH NECK TOPS,"Featuring a high neckline for a sophisticated and chic take, cover up with this high neck top from our new arrivals. From roll neck tops and turtlenecks to high-cut blouses, this is a classic and modest style that can work with any outfit. Leather-look trousers are great with a bright red sheer high neck top and ankle boots, or ward off the winter chills with a turtleneck top, high-waisted jeans, rocker boots and a pastel puffer…it’s a vibe."
Soft Rib Racer Neck Midi Dress,female,95% Polyester 5% Elastane. Do not dry clean. Model wears UK size 10.,green,£18.00,DRESSES,"Elevate your looks this season with a ribbed dress. Made with a double-knitted fabric in a flattering bodycon design – a ribbed dress is the wardrobe staple you need in your life. From ribbed midi dresses to ribbed knit dresses, these versatile and figure flattering pieces are ones you’ll be reaching for over and over. If you’re hitting the club, this style would look fire with some barely-there heels and a micro-bag. Keeping things casual? Pair with chunky sandals and a leather jacket and you’re sorted."
Blue Plus Oversized Basic Jogger,female,95% Polyester. 5% Elastane. Machine Wash. Model Wears UK Size 16.,blue,£13.50,NEW IN,"Swapping out your jeans for something comfier? We see you. Soft, cosy, and perfect for off-duty chills, try these casual pair of plus size joggers from our updated collection. Featuring a relaxed fit with added fabric for the perfect fit, this style features an elasticated waist for maximum comfort. Let's face it, these have become a go-to in all our wardrobes, that's why we've got several styles of women's plus size joggers that our curvy girls can choose from. From cuffed lengths to drawstring waists, this pair is bringing ultimate chill vibes to your everyday look."
Plus Seersucker Wrap Midi Dress,female,100% Polyester. Machine Wash. Model wears UK size 16.,blue,£18.75,PLUS SIZE DRESSES,"This plus size wrap dress is about to become your new go-to. With a wrap-around design that cinches you in at the waist and creates a soft V neckline, there’s no denying a plus wrap dress deserves a place in your dresses collection. Whether you’re loving floral styles, understated black or statement red for date night, it’s time to show off your figure in this flattering dress."
Abstract Floral Print Mesh Midi Dress,female,NA,red,£18.75,SUSTAINABILITY,"Need a new dress for the weekend? Say yes to the mesh this season with this mesh dress from our latest collection. Comprised of a sheer fabric with hundreds of tiny holes, mesh dresses are soft, sexy, and a real statement maker. Perfect for nights out with the girls or Saturday night date night, pair this one with statement mules and a micro bag and you're good to go. From classic black mesh dresses to ruched styles, we've got something to suit every vibe."
Plus Satin Flared Sleeve Wrap Detail Blazer Top,female,95% Polyester. 5% Elastane. Machine Wash. Model wears a UK size 16.,rust,£21.00,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Basic Jersey Double Breasted Cropped Blazer,female,95% Polyester and 5% Elastane. Machine Washable. Model Wears UK Size 10.,camel,£12.00,COATS & JACKETS,"A menswear classic with a feminine edge, add a touch of soft tailoring to your wardrobe with a blazer. Resembling a suit jacket but cut more casually for an effortlessly chic look, blazers are the trans-seasonal piece you need. Featuring lapels and button detailing, we've got blazers for women who wanna bring a new kinda energy to their outfits. Team a double-breasted blazer with some heel boots, or get on board with the oversized trend and go for longline pieces for an edgy vibe."
Blue Maternity Rib Asymmetric Long Sleeve Top,female,100% Polyester. Model wears size 10. Machine wash.,cobalt,£12.00,NEW IN,"Calling all yummy mummies-to-be: Frumpy maternity outfits are officially a thing of the past! Designed especially to fit your changing shape, take your hot-mama style game to the next level with soft and comfortable (but always bump-flattering!) maternity t-shirts, maternity vest tops, and maternity blouses. Keep it casual and team with leggings, or elevate your look with over-the-bump skinny jeans. The best bit? This one would look just as good whether you’re heading for a brunch date or a picnic in the park. Just pair with chunky trainers and you’re good to go!"
Green Bubble Textured Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,green,£18.00,NEW IN,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Blue Textured Fitted Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,baby blue,£13.50,NEW IN,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Maternity Contrast Rib Pyjama Set,female,95% Polyester 5% Elastane. Machine Wash. Model Wears Size 10.,blue,£18.75,MATERNITY CLOTHING,"Comfort is definitely key during pregnancy. Thankfully, boohoo has you covered with our selection of maternity nightwear, pjs and nighties, especially created for all you baby-mamas-to-be. Super soft and always comfy, our collection will have you sorted as your bump grows (and grows and grows!). From maternity pyjamas to nursing nighties, you’ll never want to get dressed again. Just pair with your comfiest slippers and your fave silk scrunchie and you’re good to go. Loungewear heaven = achieved."
Cotton Blend Oversized T-shirt Dress,female,95% Cotton 5% Elastane/Spandex. Wash inside out. Model wears UK size 10.,sand,£11.25,DRESSES,"Win serious style points this season with this T-shirt dress from our latest collection. Featuring an oversized t-shirt design which is loose fitting, timeless, and endlessly versatile, take an oversized t-shirt dress from AM to PM with statement jewellery and a dark lip. Create a low-key casual look with a white t-dress worn with trainers of your choice - a simple yet on-trend fit. Want to add extra detail? Go for a slogan t-shirt dress and let your outfit do the talking."
Tall Linen Look Tiered Midi Skirt,female,88% Viscose & 12% Linen. Machine wash. Model wears size UK 10.,stone,£18.00,TALL CLOTHING,"This style has serious add-to-bag potential. Think fresh, timeless and all the vibes with this tall skirt. Tailored to tall girls, this skirt has more fabric in the legs and torso, giving you the right shape and fit for your body type. If you’re looking for your next go-to dinner outfit and need something to freshen it up, this tall skirt is the one and is designed to fit 5’7 and over. It’ll help you takeover with serious attitude."
Bardot Long Sleeve Open Back Jumpsuit,female,NA,red,£15.00,JUMPSUITS & PLAYSUITS,"Calling all style queens: serve looks on looks this season with this long sleeve jumpsuit. Versatile, chic, and seriously on-trend, this is a wardrobe staple you’ll be reaching for over and over, giving you extra coverage without compromising on style. Got plans? Team a black long sleeve jumpsuit with barely-there heels for date night glam or swap out for strappy sandals for the perfect daytime look. Just add gold jewellery and a mini bag and you’re good to go. Luxe vibes incoming…"
Wide Fit Multi Asymmetric Strap Detail Court Heel,female,Heel Height: 11.5cm Upper: synthetic leather Lining: synthetic material Outer: synthetic materials,black,£18.75,SHOES,"Look cute and feel comfy in these wide fit heels that will last you from boozy brunch all the way to bedtime, without the sore feet. They’re designed to provide more room for the foot, and they have a wider tread on the sole, so they’ll be super comfortable for you to make moves and serve looks, no matter what the occasion. You can wave goodbye to sore feet and say hello to a great night out in these wide heels."
Basic Jersey Asymmetric Wrap Front Mini Skirt,female,95% Polyester and 5% Elastane. Machine Washable. Model Wears UK Size 10.,camel,£9.00,SKIRTS,"Versatile, chic, and always sophisticated, keep things classy this season with this wrap skirt from boohoo. With their tie-side waist and (optional!) side splits, a wraparound skirt is a seriously flattering option that’s bound to cause a storm. If you’re heading out, pair this one with barely-there heels and a crop top and your go-to new-season look is done. Keeping things casual? Swap out the heels for trainers and the crop for a slogan tee and that’s a wrap, girl."
3 Pack Multi Stripe Bikini Set & Skirt,female,NA,multi,£21.00,SWIMWEAR,"Take a dip in this killer bikini from our latest collection of bikinis this summer. A two piece swimming costume that’s figure flattering, curve accentuating, and perfect for beach days, this style is about to elevate your holiday looks like never before. Flatter your figure with sexy cut-outs, high-waisted designs and triangle shapes. Bring the heat with neon bikinis, or take a walk on the wild side in a zebra print two-piece. Throw on a floaty cover up and you’re ready to hit the beach. Beach mode: activated."
Plus Heart Mesh Longline Bralet,female,95% Polyester. 5% Elastane. Machine Wash. Model wears a UK size 16.,black,£9.00,NIGHTWEAR,"It's all about what's underneath with this essential piece from our plus size lingerie edit. Designed with curvy figures in mind, our plus size underwear offers comfortable fits and feel-good finishes so you can give your lingerie the upgrade it deserves. From strapless to push up, our plus size bras come in fuller bust sizes just for you. Plus size knickers are perfect for mix and matching - we've got all our curve girls covered with this latest drop."
Neon Tie Waist Triangle Bikini Set,female,"90% Polyester, 10% Elastane/Spandex/ Machine wash. Model wears size 10.",neon-pink,£6.00,SWIMWEAR,"You’ll have all eyes on you this summer in this triangle bikini. Getting its name from the two triangle-shaped pieces of fabric that form each cup, this style is a classic silhouette that's flattering for all sizes. Look on point in knot-tie triangle bikini tops or bring the heat in a mesh detail styles. This one would look fire with matching bottoms, fine gold jewellery, heeled wedges and an oversized beach bag. It’s poolside glam that you’ll never want to take off."
Two Tone Brushed Rib Long Sleeve Unitard,female,95% Polyester 5% Elastane. Model wears size 10,khaki,£11.25,JUMPSUITS & PLAYSUITS,"A tight-fitting one-piece that hugs your curves in all the right places, bring the heat this season in this unitard. Comfortable, practical, and oh-so-easy to style, a unitard is the perfect throw on piece, and we’re obsessed. From unitard jumpsuits to wraparound styles, just pair with some chunky trainers and an oversized puffer jacket and you’re sorted. If you’re heading out out, opt for a black unitard paired with clear heels and a leather jacket and your PM fit is sorted."
Satin Wide Leg Jumpsuit,female,NA,champagne,£30.00,JUMPSUITS & PLAYSUITS,"On the hunt for the perfect satin jumpsuit? This one is for you, girl. Slip into something a little bit sexier this season with this dreamy satin jumpsuit. Sexy, chic and the perfect addition to your jumpsuit collection, this style is a real head-turner, and we’re obsessed. From soft black satin jumpsuits to wide-leg styles, we’ve got you covered. Team with barely-there heels for PM plans or swap out for chunky trainers for an easy off-duty look."
Plus Rib Knit Collar Wrap Bodysuit,female,100% Acrylic. Machine Wash. Model wears a UK size 16.,khaki,£12.00,SUSTAINABILITY,"Update your wardrobe with this plus size bodysuit from our dedicated curve range. A form fitting, curve enhancing style with a press-stud fastening, this piece can be dressed up or down, depending on the vibe. Team with coated jeans and statement heels for date night plans, or pair with tailored trousers for a brunch date with your bestie. For an instant fresh 'fit, a plus size black bodysuit is perfect to replace your go-to t shirts. Got a date night planned? Team a dreamy plus size lace bodysuit with a leather skirt and standout heels."
Revolution Create Fluffy Highlighter Brush R5,female,NA,pink,£4.00,MAKEUP BRUSHES,"Perfect your beauty look with the best tools for your makeup. Our makeup brushes come in all different sized heads and bristles, to apply everything from foundation to liquid eyeliner. A brush and a makeup sponge will help you apply your makeup better, and improve the final look, with a smoother finish and much better blending. With easy application, and so many products to choose from, your beauty routine just levelled up. Find the right brushes for your look."
Oversized Poplin Shirt Dress,female,100% Polyester. Model wears UK size 10.,stone,£15.00,DRESSES,"Nail your casuals this season with this shirt dress from our latest collection. Featuring collar detailing and a button front design, a shirt dress is timeless, universally flattering, and the perfect addition to your new-season wardrobe. Cool, breathable and an absolute staple, just pair with box-fresh trainers for off-duty days or go from day to night with sky-high heels and a statement red lip. From classic white shirt dresses to printed styles, we've got something to suit every vibe."
Beige Petite Textured Fitted Shirt,female,100% Polyester. Machine Wash. Model Wears size 10,green,£13.50,PETITE TOPS,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Green Plus Textured Ruffle Tie Detail Cropped Blouse Top,female,95% Polyester. 5% Elastane. Machine Wash. Model wears a UK size 16.,green,£25.00,NEW IN,"A certified wardrobe hero we can’t live without, cause a storm this season in this plus size blouse from our latest collection. A smart, tailored style cut off above the waist to accentuate your curves, this floaty style can be dressed up or down, depending on the vibe. Want that 'jeans and a nice top' look? Wear a plus size white blouse with your high waisted denim and some chunky trainers and your weekend uniform is set. Detail is key with this one, that's why we're loving plus size ruffle blouses to add texture to an everyday look."
Bubble Texture Halterneck Cut Out Swimsuit,female,NA,white,£25.00,SWIMWEAR,"Whether you're lounging by the sea or practicising your breast stroke in the pool, you're guaranteed to make waves this season with this cut out swimsuit from our latest collection. A one piece swimsuit design which features cut out detailing, this style is sure to turn heads for all the right reasons. Pair with a floaty kimono and your poolside look is sorted."
Blue Puff Sleeve Cropped Crepe Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,blue,£20.00,NEW IN,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Black Brushed Rib High Neck Long Sleeve Top,female,NA,black,£11.25,HIGH NECK TOPS,"Featuring a high neckline for a sophisticated and chic take, cover up with this high neck top from our new arrivals. From roll neck tops and turtlenecks to high-cut blouses, this is a classic and modest style that can work with any outfit. Leather-look trousers are great with a bright red sheer high neck top and ankle boots, or ward off the winter chills with a turtleneck top, high-waisted jeans, rocker boots and a pastel puffer…it’s a vibe."
Premium Sculpt Bandeau Unitard,female,NA,espresso,£16.50,JUMPSUITS & PLAYSUITS,"A tight-fitting one-piece that hugs your curves in all the right places, bring the heat this season in this unitard. Comfortable, practical, and oh-so-easy to style, a unitard is the perfect throw on piece, and we’re obsessed. From unitard jumpsuits to wraparound styles, just pair with some chunky trainers and an oversized puffer jacket and you’re sorted. If you’re heading out out, opt for a black unitard paired with clear heels and a leather jacket and your PM fit is sorted."
Plus Textured Smock Midi Dress,female,100% Polyester. Machine Wash. Model wears UK size 16.,white,£25.00,PLUS SIZE DRESSES,"Capture your everyday style with this plus size smock dress from our updated collection. Featuring a lightweight, breezy fabric in a 1920s style, this loose fitting, free moving dress is made with extra fabric for the perfect fit. Loved for its ‘throw on and go’ vibe and seriously flattering fit, the smock dress has become a must-have shape in every curve girl’s collection. Comfort is key with a plus size summer smock dress, so just team it with chunky sandals or your go-to trainers. Easy dressing never looked so good."
Dsgn Studio Slogan Oversized Hoodie,female,"70% Cotton, 30% Polyester. Machine wash. Model wears UK size M.",hot pink,£16.50,OVERSIZED HOODIES,"Just chilling? Do it right with an oversized hoodie. Featuring extra room for maximum comfort, we’ve got big love for the baggy hoodie and we know you will too with this fresh drop. We’re serving up slogan, graphic and tie dye styles along with classic colour block looks. Perfect for layering, throw on a women's oversized hoodie over a crop top or a basic tee for all the cosy vibes, or team with matching joggers for the perfect off-duty look."
Purple Plus Brushed Rib Zip Through Bodysuit,female,100% Polyester. Machine Wash. Model wears UK size 16.,mauve,£11.25,NEW IN,"Update your wardrobe with this plus size bodysuit from our dedicated curve range. A form fitting, curve enhancing style with a press-stud fastening, this piece can be dressed up or down, depending on the vibe. Team with coated jeans and statement heels for date night plans, or pair with tailored trousers for a brunch date with your bestie. For an instant fresh 'fit, a plus size black bodysuit is perfect to replace your go-to t shirts. Got a date night planned? Team a dreamy plus size lace bodysuit with a leather skirt and standout heels."
Oversized Slogan Sleep T-shirt,female,"95% Viscose, 5% Elastane. Model wears UK Size 10. Machine washable.",pink,£9.00,NIGHTWEAR,"Loosely-fitted and comfortable, nighties are the perfect pyjamas for women. Style doesn't need to stop in the bedroom, so sit back and relax in a beautiful night dress to finish your day. Whether you choose a fun novelty number or a floral satin style, a nighty is perfect for keeping you comfortable and cool all night thanks to its soft fabric. Bed time is a dream with this latest style."
Basic Jersey Thigh Split Maxi Skirt,female,95% Polyester and 5% Elastane. Machine Washable. Model Wears UK Size 10.,black,£11.25,SKIRTS,"Feel like making a statement? We’ve got you. Hit refresh on your night out fits with this evening skirt from boohoo. Sexy, sassy, and ready to bring the heat, a night out skirt is a wardrobe essential you need in your life. From sequin party skirts to going out skirts with thigh-high splits, just pair with barely-there heels and a cute crop top and get ready to look fierce. Casual wear has officially left the chat."
Premium Sculpt Crop Top,female,95% POLYESTER 5% ELASTANE. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,espresso,£11.25,CROP TOPS,"A versatile wardrobe staple which no wardrobe is complete without, step up your fashion game this season with a must-have crop top. Exposing the midriff and giving the illusion of longer legs, crop tops are the ideal match for skirts, jeans, and everything in-between. Our crop tops collection includes cool cropped slogan tees, festival-ready crochet pieces, intricate bead embellishments and figure-flattering ribbed textures. A classic 90s favourite, you can't go wrong with a stylish crop top."
Ripple Rib Split Sleeve Midaxi Dress,female,95% Polyester 5% Elastane. Do not dry clean. Model wears UK size 10.,stone,£20.00,DRESSES,"Got plans? Stay party ready with this fierce contouring bodycon dress. A figure flattering style made of a stretchy material that hugs your curves in all the right places, this form-fitting bodycon dress is the perfect style to achieve that flawless silhouette. From date night to girls night, a tight dress is the essential wardrobe must-have every girl needs. Bring the heat in a black bodycon dress or opt for bold prints get and get ready to be remembered. Just pair with statement earrings and killer heels...sorted."
Black Plus Broderie Tie Strap Cami,female,100% Polyester. Machine wash. Model wears UK size 16.,black,£15.00,PLUS SIZE VESTS & CAMIS,"If you wanna update your wardrobe essentials then this plus size vest top is just the way to do it. Sleeveless, form fitting, and perfect for layering under oversized jumpers in the winter or tucking into summery skirts when the sun’s out, a plus size cami top is the versatile piece every curve girl needs. Made with extra fabric for the perfect fit, tuck a satin camisole into high waisted blue jeans for an effortless night out look or choose a knitted plus size swing top for the ultimate casual vibe."
Drawcord High Waisted Micro Mini Skirt,female,NA,grey blue,£11.25,SKIRTS,"Show off those pins with a mini skirt from boohoo. Sitting mid-thigh and well above the knee, a super short skirt is the perfect way to bring the heat this season. Sexy, sassy, and seriously statement making, we’re talking mini skirt…maximum impact. From pleated mini skirts in tartan prints to denim short skirts with distressed detailing, we’ve got you covered (even if your skirt doesn’t). Pair this one with some chunky boots and a crop top and you’re ready to go."
Satin Drape Cowl Flare Sleeve Corset Top,female,100% POLYESTER. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,champagne,£15.00,CORSET TOPS,"Calling all trend-obsessed: category is… regency vibes. This waist-defining corset top shapes and contours the body, accentuating the bust and creating a snatched silhouette. With strappy tops that’ll look fire with that perfect pair of jeans, blouses that’ll turn heads in the office, and bustiers that are just waiting to be matched with some hot leather look trousers, it will be love at first scroll when you lay eyes upon our collection of corset tops."
